File,TimeStamp,NBT,NBL
NB_MAY_8.csv,2026/05/08 21:00:00.000,56,3
NB_MAY_8.csv,2026/05/08 21:15:00.000,49,5
NB_MAY_8.csv,2026/05/08 21:30:00.000,35,1
NB_MAY_8.csv,2026/05/08 21:45:00.000,35,1
NB_MAY_8.csv,2026/05/08 22:00:00.000,28,0
NB_MAY_8.csv,2026/05/08 22:15:00.000,31,2
NB_MAY_8.csv,2026/05/08 22:30:00.000,20,0
NB_MAY_8.csv,2026/05/08 22:45:00.000,22,1
NB_MAY_11.csv,2026/05/11 00:00:00.000,9,0
NB_MAY_11.csv,2026/05/11 00:15:00.000,7,0
NB_MAY_11.csv,2026/05/11 00:30:00.000,7,0
NB_MAY_11.csv,2026/05/11 00:45:00.000,3,0
NB_MAY_11.csv,2026/05/11 01:00:00.000,3,1
NB_MAY_11.csv,2026/05/11 01:15:00.000,3,0
NB_MAY_11.csv,2026/05/11 01:30:00.000,3,0
NB_MAY_11.csv,2026/05/11 01:45:00.000,4,0
NB_MAY_11.csv,2026/05/11 02:00:00.000,2,0
NB_MAY_11.csv,2026/05/11 02:15:00.000,3,0
NB_MAY_11.csv,2026/05/11 02:30:00.000,2,0
NB_MAY_11.csv,2026/05/11 02:45:00.000,5,1
NB_MAY_11.csv,2026/05/11 03:00:00.000,8,0
NB_MAY_11.csv,2026/05/11 03:15:00.000,19,2
NB_MAY_11.csv,2026/05/11 03:30:00.000,9,1
NB_MAY_11.csv,2026/05/11 03:45:00.000,4,0
NB_MAY_11.csv,2026/05/11 04:00:00.000,5,0
NB_MAY_11.csv,2026/05/11 04:15:00.000,16,0
NB_MAY_11.csv,2026/05/11 04:30:00.000,10,0
NB_MAY_11.csv,2026/05/11 04:45:00.000,16,0
NB_MAY_11.csv,2026/05/11 05:00:00.000,8,0
NB_MAY_11.csv,2026/05/11 05:15:00.000,13,0
NB_MAY_11.csv,2026/05/11 05:30:00.000,30,1
NB_MAY_11.csv,2026/05/11 05:45:00.000,46,2
NB_MAY_11.csv,2026/05/11 06:00:00.000,31,0
NB_MAY_11.csv,2026/05/11 06:15:00.000,61,4
NB_MAY_11.csv,2026/05/11 06:30:00.000,74,2
NB_MAY_11.csv,2026/05/11 06:45:00.000,86,4
NB_MAY_11.csv,2026/05/11 07:00:00.000,105,6
NB_MAY_11.csv,2026/05/11 07:15:00.000,125,7
NB_MAY_11.csv,2026/05/11 07:30:00.000,189,14
NB_MAY_11.csv,2026/05/11 07:45:00.000,163,24
NB_MAY_11.csv,2026/05/11 08:00:00.000,117,11
NB_MAY_11.csv,2026/05/11 08:15:00.000,146,30
NB_MAY_11.csv,2026/05/11 08:30:00.000,110,7
NB_MAY_11.csv,2026/05/11 08:45:00.000,135,13
NB_MAY_11.csv,2026/05/11 09:00:00.000,105,7
NB_MAY_11.csv,2026/05/11 09:15:00.000,91,9
NB_MAY_11.csv,2026/05/11 09:30:00.000,84,5
NB_MAY_11.csv,2026/05/11 09:45:00.000,115,4
NB_MAY_11.csv,2026/05/11 10:00:00.000,86,8
NB_MAY_11.csv,2026/05/11 10:15:00.000,81,11
NB_MAY_11.csv,2026/05/11 10:30:00.000,108,8
NB_MAY_11.csv,2026/05/11 10:45:00.000,99,3
NB_MAY_11.csv,2026/05/11 11:00:00.000,120,6
NB_MAY_11.csv,2026/05/11 11:15:00.000,93,0
NB_MAY_11.csv,2026/05/11 11:30:00.000,103,2
NB_MAY_11.csv,2026/05/11 11:45:00.000,117,14
NB_MAY_11.csv,2026/05/11 12:00:00.000,108,5
NB_MAY_11.csv,2026/05/11 12:15:00.000,107,10
NB_MAY_11.csv,2026/05/11 12:30:00.000,111,11
NB_MAY_11.csv,2026/05/11 12:45:00.000,102,2
NB_MAY_11.csv,2026/05/11 13:00:00.000,102,4
NB_MAY_11.csv,2026/05/11 13:15:00.000,109,4
NB_MAY_11.csv,2026/05/11 13:30:00.000,110,5
NB_MAY_11.csv,2026/05/11 13:45:00.000,107,4
NB_MAY_11.csv,2026/05/11 14:00:00.000,101,0
NB_MAY_11.csv,2026/05/11 14:15:00.000,121,4
NB_MAY_11.csv,2026/05/11 14:30:00.000,108,5
NB_MAY_11.csv,2026/05/11 14:45:00.000,133,7
NB_MAY_11.csv,2026/05/11 15:00:00.000,111,5
NB_MAY_11.csv,2026/05/11 15:15:00.000,109,7
NB_MAY_11.csv,2026/05/11 15:30:00.000,117,3
NB_MAY_11.csv,2026/05/11 15:45:00.000,123,4
NB_MAY_11.csv,2026/05/11 16:00:00.000,133,5
NB_MAY_11.csv,2026/05/11 16:15:00.000,118,6
NB_MAY_11.csv,2026/05/11 16:30:00.000,116,9
NB_MAY_11.csv,2026/05/11 16:45:00.000,111,6
NB_MAY_11.csv,2026/05/11 17:00:00.000,129,6
NB_MAY_11.csv,2026/05/11 17:15:00.000,135,4
NB_MAY_11.csv,2026/05/11 17:30:00.000,90,3
NB_MAY_11.csv,2026/05/11 17:45:00.000,138,6
NB_MAY_11.csv,2026/05/11 18:00:00.000,96,4
NB_MAY_11.csv,2026/05/11 18:15:00.000,90,3
NB_MAY_11.csv,2026/05/11 18:30:00.000,80,2
NB_MAY_11.csv,2026/05/11 18:45:00.000,82,1
NB_MAY_11.csv,2026/05/11 19:00:00.000,98,6
NB_MAY_11.csv,2026/05/11 19:15:00.000,58,6
NB_MAY_11.csv,2026/05/11 19:30:00.000,59,3
NB_MAY_11.csv,2026/05/11 19:45:00.000,79,1
NB_MAY_11.csv,2026/05/11 20:00:00.000,64,4
NB_MAY_11.csv,2026/05/11 20:15:00.000,70,5
NB_MAY_11.csv,2026/05/11 20:30:00.000,60,5
NB_MAY_11.csv,2026/05/11 20:45:00.000,48,2
NB_MAY_11.csv,2026/05/11 21:00:00.000,43,1
NB_MAY_11.csv,2026/05/11 21:15:00.000,33,0
NB_MAY_11.csv,2026/05/11 21:30:00.000,29,2
NB_MAY_11.csv,2026/05/11 21:45:00.000,30,3
NB_MAY_11.csv,2026/05/11 22:00:00.000,32,0
NB_MAY_11.csv,2026/05/11 22:15:00.000,11,1
NB_MAY_11.csv,2026/05/11 22:30:00.000,7,3
NB_MAY_11.csv,2026/05/11 22:45:00.000,14,0
NB_MAY_12.csv,2026/05/12 00:00:00.000,10,0
NB_MAY_12.csv,2026/05/12 00:15:00.000,7,0
NB_MAY_12.csv,2026/05/12 00:30:00.000,8,2
NB_MAY_12.csv,2026/05/12 01:00:00.000,4,1
NB_MAY_12.csv,2026/05/12 01:30:00.000,6,0
NB_MAY_12.csv,2026/05/12 01:45:00.000,4,0
NB_MAY_12.csv,2026/05/12 02:00:00.000,1,0
NB_MAY_12.csv,2026/05/12 02:15:00.000,6,0
NB_MAY_12.csv,2026/05/12 02:30:00.000,2,0
NB_MAY_12.csv,2026/05/12 02:45:00.000,5,1
NB_MAY_12.csv,2026/05/12 03:00:00.000,10,0
NB_MAY_12.csv,2026/05/12 03:15:00.000,18,0
NB_MAY_12.csv,2026/05/12 03:30:00.000,5,0
NB_MAY_12.csv,2026/05/12 03:45:00.000,4,0
NB_MAY_12.csv,2026/05/12 04:00:00.000,4,0
NB_MAY_12.csv,2026/05/12 04:15:00.000,21,0
NB_MAY_12.csv,2026/05/12 04:30:00.000,8,0
NB_MAY_12.csv,2026/05/12 04:45:00.000,16,0
NB_MAY_12.csv,2026/05/12 05:00:00.000,11,0
NB_MAY_12.csv,2026/05/12 05:15:00.000,8,0
NB_MAY_12.csv,2026/05/12 05:30:00.000,40,1
NB_MAY_12.csv,2026/05/12 05:45:00.000,40,2
NB_MAY_12.csv,2026/05/12 06:00:00.000,42,0
NB_MAY_12.csv,2026/05/12 06:15:00.000,71,1
NB_MAY_12.csv,2026/05/12 06:30:00.000,75,4
NB_MAY_12.csv,2026/05/12 06:45:00.000,116,3
NB_MAY_12.csv,2026/05/12 07:00:00.000,135,3
NB_MAY_12.csv,2026/05/12 07:15:00.000,186,8
NB_MAY_12.csv,2026/05/12 07:30:00.000,248,15
NB_MAY_12.csv,2026/05/12 07:45:00.000,261,17
NB_MAY_12.csv,2026/05/12 08:00:00.000,156,9
NB_MAY_12.csv,2026/05/12 08:15:00.000,133,18
NB_MAY_12.csv,2026/05/12 08:30:00.000,122,15
NB_MAY_12.csv,2026/05/12 08:45:00.000,107,8
NB_MAY_12.csv,2026/05/12 09:00:00.000,107,9
NB_MAY_12.csv,2026/05/12 09:15:00.000,99,2
NB_MAY_12.csv,2026/05/12 09:30:00.000,120,5
NB_MAY_12.csv,2026/05/12 09:45:00.000,116,7
NB_MAY_12.csv,2026/05/12 10:00:00.000,103,10
NB_MAY_12.csv,2026/05/12 10:15:00.000,86,5
NB_MAY_12.csv,2026/05/12 10:30:00.000,75,3
NB_MAY_12.csv,2026/05/12 10:45:00.000,107,3
NB_MAY_12.csv,2026/05/12 11:00:00.000,93,1
NB_MAY_12.csv,2026/05/12 11:15:00.000,96,5
NB_MAY_12.csv,2026/05/12 11:30:00.000,120,1
NB_MAY_12.csv,2026/05/12 11:45:00.000,123,11
NB_MAY_12.csv,2026/05/12 12:00:00.000,122,19
NB_MAY_12.csv,2026/05/12 12:15:00.000,106,6
NB_MAY_12.csv,2026/05/12 12:30:00.000,95,6
NB_MAY_12.csv,2026/05/12 12:45:00.000,98,8
NB_MAY_12.csv,2026/05/12 13:00:00.000,92,12
NB_MAY_12.csv,2026/05/12 13:15:00.000,114,8
NB_MAY_12.csv,2026/05/12 13:30:00.000,96,8
NB_MAY_12.csv,2026/05/12 13:45:00.000,99,3
NB_MAY_12.csv,2026/05/12 14:00:00.000,108,15
NB_MAY_12.csv,2026/05/12 14:15:00.000,84,9
NB_MAY_12.csv,2026/05/12 14:30:00.000,101,7
NB_MAY_12.csv,2026/05/12 14:45:00.000,123,13
NB_MAY_12.csv,2026/05/12 15:00:00.000,84,12
NB_MAY_12.csv,2026/05/12 15:15:00.000,106,18
NB_MAY_12.csv,2026/05/12 15:30:00.000,92,16
NB_MAY_12.csv,2026/05/12 15:45:00.000,112,12
NB_MAY_12.csv,2026/05/12 16:00:00.000,107,11
NB_MAY_12.csv,2026/05/12 16:15:00.000,132,5
NB_MAY_12.csv,2026/05/12 16:30:00.000,126,8
NB_MAY_12.csv,2026/05/12 16:45:00.000,134,7
NB_MAY_12.csv,2026/05/12 17:00:00.000,124,2
NB_MAY_12.csv,2026/05/12 17:15:00.000,133,8
NB_MAY_12.csv,2026/05/12 17:30:00.000,127,2
NB_MAY_12.csv,2026/05/12 17:45:00.000,124,5
NB_MAY_12.csv,2026/05/12 18:00:00.000,94,4
NB_MAY_12.csv,2026/05/12 18:15:00.000,95,1
NB_MAY_12.csv,2026/05/12 18:30:00.000,100,4
NB_MAY_12.csv,2026/05/12 18:45:00.000,80,3
NB_MAY_12.csv,2026/05/12 19:00:00.000,83,2
NB_MAY_12.csv,2026/05/12 19:15:00.000,68,0
NB_MAY_12.csv,2026/05/12 19:30:00.000,74,1
NB_MAY_12.csv,2026/05/12 19:45:00.000,90,0
NB_MAY_12.csv,2026/05/12 20:00:00.000,63,2
NB_MAY_12.csv,2026/05/12 20:15:00.000,57,3
NB_MAY_12.csv,2026/05/12 20:30:00.000,66,3
NB_MAY_12.csv,2026/05/12 20:45:00.000,49,3
NB_MAY_12.csv,2026/05/12 21:00:00.000,37,3
NB_MAY_12.csv,2026/05/12 21:15:00.000,35,1
NB_MAY_12.csv,2026/05/12 21:30:00.000,24,0
NB_MAY_12.csv,2026/05/12 21:45:00.000,35,2
NB_MAY_12.csv,2026/05/12 22:00:00.000,23,2
NB_MAY_12.csv,2026/05/12 22:15:00.000,27,1
NB_MAY_12.csv,2026/05/12 22:30:00.000,10,2
NB_MAY_12.csv,2026/05/12 22:45:00.000,12,0
NB_MAY_13.csv,2026/05/13 00:00:00.000,2,1
NB_MAY_13.csv,2026/05/13 00:15:00.000,6,2
NB_MAY_13.csv,2026/05/13 00:30:00.000,5,0
NB_MAY_13.csv,2026/05/13 00:45:00.000,4,0
NB_MAY_13.csv,2026/05/13 01:00:00.000,5,1
NB_MAY_13.csv,2026/05/13 01:15:00.000,1,0
NB_MAY_13.csv,2026/05/13 01:30:00.000,3,1
NB_MAY_13.csv,2026/05/13 01:45:00.000,3,0
NB_MAY_13.csv,2026/05/13 02:00:00.000,6,0
NB_MAY_13.csv,2026/05/13 02:15:00.000,1,0
NB_MAY_13.csv,2026/05/13 02:30:00.000,3,0
NB_MAY_13.csv,2026/05/13 02:45:00.000,4,1
NB_MAY_13.csv,2026/05/13 03:00:00.000,6,0
NB_MAY_13.csv,2026/05/13 03:15:00.000,22,1
NB_MAY_13.csv,2026/05/13 03:30:00.000,10,0
NB_MAY_13.csv,2026/05/13 03:45:00.000,6,1
NB_MAY_13.csv,2026/05/13 04:00:00.000,3,0
NB_MAY_13.csv,2026/05/13 04:15:00.000,18,0
NB_MAY_13.csv,2026/05/13 04:30:00.000,13,0
NB_MAY_13.csv,2026/05/13 04:45:00.000,7,0
NB_MAY_13.csv,2026/05/13 05:00:00.000,15,0
NB_MAY_13.csv,2026/05/13 05:15:00.000,13,0
NB_MAY_13.csv,2026/05/13 05:30:00.000,30,0
NB_MAY_13.csv,2026/05/13 05:45:00.000,44,0
NB_MAY_13.csv,2026/05/13 06:00:00.000,34,0
NB_MAY_13.csv,2026/05/13 06:15:00.000,72,3
NB_MAY_13.csv,2026/05/13 06:30:00.000,77,4
NB_MAY_13.csv,2026/05/13 06:45:00.000,94,1
NB_MAY_13.csv,2026/05/13 07:00:00.000,106,4
NB_MAY_13.csv,2026/05/13 07:15:00.000,166,5
NB_MAY_13.csv,2026/05/13 07:30:00.000,208,10
NB_MAY_13.csv,2026/05/13 07:45:00.000,226,20
NB_MAY_13.csv,2026/05/13 08:00:00.000,177,13
NB_MAY_13.csv,2026/05/13 08:15:00.000,119,27
NB_MAY_13.csv,2026/05/13 08:30:00.000,112,17
NB_MAY_13.csv,2026/05/13 08:45:00.000,115,11
NB_MAY_13.csv,2026/05/13 09:00:00.000,110,13
NB_MAY_13.csv,2026/05/13 09:15:00.000,106,6
NB_MAY_13.csv,2026/05/13 09:30:00.000,116,5
NB_MAY_13.csv,2026/05/13 09:45:00.000,118,11
NB_MAY_13.csv,2026/05/13 10:00:00.000,106,4
NB_MAY_13.csv,2026/05/13 10:15:00.000,104,4
NB_MAY_13.csv,2026/05/13 10:30:00.000,114,4
NB_MAY_13.csv,2026/05/13 10:45:00.000,95,5
NB_MAY_13.csv,2026/05/13 11:00:00.000,117,9
NB_MAY_13.csv,2026/05/13 11:15:00.000,117,2
NB_MAY_13.csv,2026/05/13 11:30:00.000,102,4
NB_MAY_13.csv,2026/05/13 11:45:00.000,118,6
NB_MAY_13.csv,2026/05/13 12:00:00.000,110,1
NB_MAY_13.csv,2026/05/13 12:15:00.000,108,9
NB_MAY_13.csv,2026/05/13 12:30:00.000,105,9
NB_MAY_13.csv,2026/05/13 12:45:00.000,107,18
NB_MAY_13.csv,2026/05/13 13:00:00.000,95,6
NB_MAY_13.csv,2026/05/13 13:15:00.000,87,6
NB_MAY_13.csv,2026/05/13 13:30:00.000,97,3
NB_MAY_13.csv,2026/05/13 13:45:00.000,102,2
NB_MAY_13.csv,2026/05/13 14:00:00.000,101,1
NB_MAY_13.csv,2026/05/13 14:15:00.000,94,7
NB_MAY_13.csv,2026/05/13 14:30:00.000,114,6
NB_MAY_13.csv,2026/05/13 14:45:00.000,124,9
NB_MAY_13.csv,2026/05/13 15:00:00.000,118,5
NB_MAY_13.csv,2026/05/13 15:15:00.000,100,12
NB_MAY_13.csv,2026/05/13 15:30:00.000,109,3
NB_MAY_13.csv,2026/05/13 15:45:00.000,122,2
NB_MAY_13.csv,2026/05/13 16:00:00.000,143,4
NB_MAY_13.csv,2026/05/13 16:15:00.000,151,2
NB_MAY_13.csv,2026/05/13 16:30:00.000,100,5
NB_MAY_13.csv,2026/05/13 16:45:00.000,128,6
NB_MAY_13.csv,2026/05/13 17:00:00.000,127,5
NB_MAY_13.csv,2026/05/13 17:15:00.000,152,6
NB_MAY_13.csv,2026/05/13 17:30:00.000,118,1
NB_MAY_13.csv,2026/05/13 17:45:00.000,117,3
NB_MAY_13.csv,2026/05/13 18:00:00.000,89,3
NB_MAY_13.csv,2026/05/13 18:15:00.000,93,2
NB_MAY_13.csv,2026/05/13 18:30:00.000,85,4
NB_MAY_13.csv,2026/05/13 18:45:00.000,69,1
NB_MAY_13.csv,2026/05/13 19:00:00.000,83,5
NB_MAY_13.csv,2026/05/13 19:15:00.000,73,6
NB_MAY_13.csv,2026/05/13 19:30:00.000,64,5
NB_MAY_13.csv,2026/05/13 19:45:00.000,69,2
NB_MAY_13.csv,2026/05/13 20:00:00.000,72,1
NB_MAY_13.csv,2026/05/13 20:15:00.000,56,2
NB_MAY_13.csv,2026/05/13 20:30:00.000,64,2
NB_MAY_13.csv,2026/05/13 20:45:00.000,56,2
NB_MAY_13.csv,2026/05/13 21:00:00.000,51,2
NB_MAY_13.csv,2026/05/13 21:15:00.000,28,3
NB_MAY_13.csv,2026/05/13 21:30:00.000,26,1
NB_MAY_13.csv,2026/05/13 21:45:00.000,39,3
NB_MAY_13.csv,2026/05/13 22:00:00.000,24,3
NB_MAY_13.csv,2026/05/13 22:15:00.000,15,1
NB_MAY_13.csv,2026/05/13 22:30:00.000,15,2
NB_MAY_13.csv,2026/05/13 22:45:00.000,13,1
NB_MAY_14.csv,2026/05/14 00:00:00.000,1,1
NB_MAY_14.csv,2026/05/14 00:15:00.000,10,0
NB_MAY_14.csv,2026/05/14 00:30:00.000,8,1
NB_MAY_14.csv,2026/05/14 01:00:00.000,5,0
NB_MAY_14.csv,2026/05/14 01:15:00.000,1,0
NB_MAY_14.csv,2026/05/14 01:30:00.000,3,0
NB_MAY_14.csv,2026/05/14 01:45:00.000,3,0
NB_MAY_14.csv,2026/05/14 02:00:00.000,2,0
NB_MAY_14.csv,2026/05/14 02:15:00.000,0,1
NB_MAY_14.csv,2026/05/14 02:30:00.000,1,0
NB_MAY_14.csv,2026/05/14 02:45:00.000,8,1
NB_MAY_14.csv,2026/05/14 03:00:00.000,9,0
NB_MAY_14.csv,2026/05/14 03:15:00.000,20,1
NB_MAY_14.csv,2026/05/14 03:30:00.000,10,0
NB_MAY_14.csv,2026/05/14 03:45:00.000,8,0
NB_MAY_14.csv,2026/05/14 04:00:00.000,9,0
NB_MAY_14.csv,2026/05/14 04:15:00.000,18,0
NB_MAY_14.csv,2026/05/14 04:30:00.000,17,0
NB_MAY_14.csv,2026/05/14 04:45:00.000,11,0
NB_MAY_14.csv,2026/05/14 05:00:00.000,12,0
NB_MAY_14.csv,2026/05/14 05:15:00.000,9,0
NB_MAY_14.csv,2026/05/14 05:30:00.000,21,1
NB_MAY_14.csv,2026/05/14 05:45:00.000,37,1
NB_MAY_14.csv,2026/05/14 06:00:00.000,25,0
NB_MAY_14.csv,2026/05/14 06:15:00.000,65,2
NB_MAY_14.csv,2026/05/14 06:30:00.000,92,2
NB_MAY_14.csv,2026/05/14 06:45:00.000,102,1
NB_MAY_14.csv,2026/05/14 07:00:00.000,121,2
NB_MAY_14.csv,2026/05/14 07:15:00.000,180,12
NB_MAY_14.csv,2026/05/14 07:30:00.000,218,12
NB_MAY_14.csv,2026/05/14 07:45:00.000,192,26
NB_MAY_14.csv,2026/05/14 08:00:00.000,156,23
NB_MAY_14.csv,2026/05/14 08:15:00.000,132,29
NB_MAY_14.csv,2026/05/14 08:30:00.000,139,15
NB_MAY_14.csv,2026/05/14 08:45:00.000,121,13
NB_MAY_14.csv,2026/05/14 09:00:00.000,99,6
NB_MAY_14.csv,2026/05/14 09:15:00.000,96,3
NB_MAY_14.csv,2026/05/14 09:30:00.000,94,2
NB_MAY_14.csv,2026/05/14 09:45:00.000,126,4
NB_MAY_14.csv,2026/05/14 10:00:00.000,91,4
NB_MAY_14.csv,2026/05/14 10:15:00.000,114,2
NB_MAY_14.csv,2026/05/14 10:30:00.000,87,2
NB_MAY_14.csv,2026/05/14 10:45:00.000,110,1
NB_MAY_14.csv,2026/05/14 11:00:00.000,105,2
NB_MAY_14.csv,2026/05/14 11:15:00.000,118,2
NB_MAY_14.csv,2026/05/14 11:30:00.000,115,6
NB_MAY_14.csv,2026/05/14 11:45:00.000,113,8
NB_MAY_14.csv,2026/05/14 12:00:00.000,130,8
NB_MAY_14.csv,2026/05/14 12:15:00.000,120,8
NB_MAY_14.csv,2026/05/14 12:30:00.000,92,9
NB_MAY_14.csv,2026/05/14 12:45:00.000,96,13
NB_MAY_14.csv,2026/05/14 13:00:00.000,99,21
NB_MAY_14.csv,2026/05/14 13:15:00.000,107,2
NB_MAY_14.csv,2026/05/14 13:30:00.000,107,6
NB_MAY_14.csv,2026/05/14 13:45:00.000,105,6
NB_MAY_14.csv,2026/05/14 14:00:00.000,112,0
NB_MAY_14.csv,2026/05/14 14:15:00.000,106,4
NB_MAY_14.csv,2026/05/14 14:30:00.000,124,9
NB_MAY_14.csv,2026/05/14 14:45:00.000,101,8
NB_MAY_14.csv,2026/05/14 15:00:00.000,113,1
NB_MAY_14.csv,2026/05/14 15:15:00.000,114,9
NB_MAY_14.csv,2026/05/14 15:30:00.000,105,4
NB_MAY_14.csv,2026/05/14 15:45:00.000,124,8
NB_MAY_14.csv,2026/05/14 16:00:00.000,113,5
NB_MAY_14.csv,2026/05/14 16:15:00.000,132,2
NB_MAY_14.csv,2026/05/14 16:30:00.000,111,9
NB_MAY_14.csv,2026/05/14 16:45:00.000,123,8
NB_MAY_14.csv,2026/05/14 17:00:00.000,139,4
NB_MAY_14.csv,2026/05/14 17:15:00.000,133,3
NB_MAY_14.csv,2026/05/14 17:30:00.000,117,2
NB_MAY_14.csv,2026/05/14 17:45:00.000,132,7
NB_MAY_14.csv,2026/05/14 18:00:00.000,114,3
NB_MAY_14.csv,2026/05/14 18:15:00.000,98,6
NB_MAY_14.csv,2026/05/14 18:30:00.000,93,3
NB_MAY_14.csv,2026/05/14 18:45:00.000,103,2
NB_MAY_14.csv,2026/05/14 19:00:00.000,81,4
NB_MAY_14.csv,2026/05/14 19:15:00.000,74,3
NB_MAY_14.csv,2026/05/14 19:30:00.000,79,2
NB_MAY_14.csv,2026/05/14 19:45:00.000,67,4
NB_MAY_14.csv,2026/05/14 20:00:00.000,57,2
NB_MAY_14.csv,2026/05/14 20:15:00.000,40,3
NB_MAY_14.csv,2026/05/14 20:30:00.000,41,2
NB_MAY_14.csv,2026/05/14 20:45:00.000,40,4
NB_MAY_14.csv,2026/05/14 21:00:00.000,46,4
NB_MAY_14.csv,2026/05/14 21:15:00.000,45,3
NB_MAY_14.csv,2026/05/14 21:30:00.000,21,2
NB_MAY_14.csv,2026/05/14 21:45:00.000,28,1
NB_MAY_14.csv,2026/05/14 22:00:00.000,18,3
NB_MAY_14.csv,2026/05/14 22:15:00.000,15,1
NB_MAY_14.csv,2026/05/14 22:30:00.000,23,2
NB_MAY_14.csv,2026/05/14 22:45:00.000,15,0
NB_MAY_15.csv,2026/05/15 00:00:00.000,7,0
NB_MAY_15.csv,2026/05/15 00:15:00.000,6,0
NB_MAY_15.csv,2026/05/15 00:30:00.000,10,0
NB_MAY_15.csv,2026/05/15 00:45:00.000,6,0
NB_MAY_15.csv,2026/05/15 01:00:00.000,3,0
NB_MAY_15.csv,2026/05/15 01:15:00.000,2,0
NB_MAY_15.csv,2026/05/15 01:30:00.000,11,1
NB_MAY_15.csv,2026/05/15 01:45:00.000,3,0
NB_MAY_15.csv,2026/05/15 02:15:00.000,1,1
NB_MAY_15.csv,2026/05/15 02:30:00.000,3,0
NB_MAY_15.csv,2026/05/15 02:45:00.000,3,0
NB_MAY_15.csv,2026/05/15 03:00:00.000,5,1
NB_MAY_15.csv,2026/05/15 03:15:00.000,19,2
NB_MAY_15.csv,2026/05/15 03:30:00.000,9,0
NB_MAY_15.csv,2026/05/15 03:45:00.000,4,0
NB_MAY_15.csv,2026/05/15 04:00:00.000,3,0
NB_MAY_15.csv,2026/05/15 04:15:00.000,10,0
NB_MAY_15.csv,2026/05/15 04:30:00.000,12,0
NB_MAY_15.csv,2026/05/15 04:45:00.000,7,0
NB_MAY_15.csv,2026/05/15 05:00:00.000,9,1
NB_MAY_15.csv,2026/05/15 05:15:00.000,17,0
NB_MAY_15.csv,2026/05/15 05:30:00.000,21,1
NB_MAY_15.csv,2026/05/15 05:45:00.000,39,1
NB_MAY_15.csv,2026/05/15 06:00:00.000,39,1
NB_MAY_15.csv,2026/05/15 06:15:00.000,65,1
NB_MAY_15.csv,2026/05/15 06:30:00.000,67,3
NB_MAY_15.csv,2026/05/15 06:45:00.000,88,4
NB_MAY_15.csv,2026/05/15 07:00:00.000,83,6
NB_MAY_15.csv,2026/05/15 07:15:00.000,112,5
NB_MAY_15.csv,2026/05/15 07:30:00.000,137,9
NB_MAY_15.csv,2026/05/15 07:45:00.000,109,10
NB_MAY_15.csv,2026/05/15 08:00:00.000,89,11
NB_MAY_15.csv,2026/05/15 08:15:00.000,97,10
NB_MAY_15.csv,2026/05/15 08:30:00.000,89,7
NB_MAY_15.csv,2026/05/15 08:45:00.000,96,6
NB_MAY_15.csv,2026/05/15 09:00:00.000,99,5
NB_MAY_15.csv,2026/05/15 09:15:00.000,96,1
NB_MAY_15.csv,2026/05/15 09:30:00.000,107,0
NB_MAY_15.csv,2026/05/15 09:45:00.000,136,4
NB_MAY_15.csv,2026/05/15 10:00:00.000,115,1
NB_MAY_15.csv,2026/05/15 10:15:00.000,114,3
NB_MAY_15.csv,2026/05/15 10:30:00.000,108,6
NB_MAY_15.csv,2026/05/15 10:45:00.000,114,7
NB_MAY_15.csv,2026/05/15 11:00:00.000,104,6
NB_MAY_15.csv,2026/05/15 11:15:00.000,115,2
NB_MAY_15.csv,2026/05/15 11:30:00.000,128,6
NB_MAY_15.csv,2026/05/15 11:45:00.000,132,4
NB_MAY_15.csv,2026/05/15 12:00:00.000,121,8
NB_MAY_15.csv,2026/05/15 12:15:00.000,100,3
NB_MAY_15.csv,2026/05/15 12:30:00.000,108,0
NB_MAY_15.csv,2026/05/15 12:45:00.000,128,9
NB_MAY_15.csv,2026/05/15 13:00:00.000,101,2
NB_MAY_15.csv,2026/05/15 13:15:00.000,113,5
NB_MAY_15.csv,2026/05/15 13:30:00.000,117,7
NB_MAY_15.csv,2026/05/15 13:45:00.000,134,0
NB_MAY_15.csv,2026/05/15 14:00:00.000,103,5
NB_MAY_15.csv,2026/05/15 14:15:00.000,138,4
NB_MAY_15.csv,2026/05/15 14:30:00.000,119,2
NB_MAY_15.csv,2026/05/15 14:45:00.000,135,6
NB_MAY_15.csv,2026/05/15 15:00:00.000,141,2
NB_MAY_15.csv,2026/05/15 15:15:00.000,112,4
NB_MAY_15.csv,2026/05/15 15:30:00.000,114,1
NB_MAY_15.csv,2026/05/15 15:45:00.000,150,4
NB_MAY_15.csv,2026/05/15 16:00:00.000,128,4
NB_MAY_15.csv,2026/05/15 16:15:00.000,130,7
NB_MAY_15.csv,2026/05/15 16:30:00.000,118,6
NB_MAY_15.csv,2026/05/15 16:45:00.000,148,1
NB_MAY_15.csv,2026/05/15 17:00:00.000,133,4
NB_MAY_15.csv,2026/05/15 17:15:00.000,139,2
NB_MAY_15.csv,2026/05/15 17:30:00.000,121,4
NB_MAY_15.csv,2026/05/15 17:45:00.000,112,6
NB_MAY_15.csv,2026/05/15 18:00:00.000,116,4
NB_MAY_15.csv,2026/05/15 18:15:00.000,121,4
NB_MAY_15.csv,2026/05/15 18:30:00.000,103,4
NB_MAY_15.csv,2026/05/15 18:45:00.000,94,0
NB_MAY_15.csv,2026/05/15 19:00:00.000,106,3
NB_MAY_15.csv,2026/05/15 19:15:00.000,97,2
NB_MAY_15.csv,2026/05/15 19:30:00.000,88,3
